ID,SEX,RACE,BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
05112,M,White,1,27400,113364,146520,HomeImp,Office,16,1,1,284.3680179,2,13,34.627659402
05113,F,White,0,27400,,39858,DebtCon,Other,11,1,,87.379007649,,14,20.588214357
05114,F,Black,0,27400,,121625,DebtCon,Mgr,7,1,0,154.43784762,0,27,33.373813672
05115,F,White,0,27400,195497,246354,DebtCon,Other,8,0,0,89.264427411,1,25,39.664822994
05116,M,Multiracial,0,27400,51298,90010,DebtCon,Other,6,1,0,146.65622021,3,29,42.159936538
05117,M,White,1,27400,23939,56874,DebtCon,Office,3,0,1,197.8,0,11,
05118,F,White,0,27400,46575,85263,DebtCon,Office,1,0,0,155.64704116,2,19,39.489317202
05119,M,White,0,27400,100951,149305,DebtCon,Mgr,21,0,0,194.53302791,0,13,41.644172047
05120,F,White,0,27400,41370,70528,DebtCon,Office,18,0,0,180.20434499,1,21,33.495088701
05121,F,White,0,27500,54511,84470,DebtCon,Other,9,0,1,140.24779602,3,29,40.278298303
05122,F,Multiracial,0,27500,97679,149877,DebtCon,Mgr,23,0,0,193.0056328,0,12,39.415166848
05123,F,White,0,27500,145774,206788,HomeImp,ProfExe,4,0,0,191.94101884,0,27,38.001192233
05124,M,Other,0,27500,132000,179000,DebtCon,ProfExe,1,1,0,226.23333333,2,19,
05125,M,White,1,27500,137900,184000,DebtCon,Office,10,0,0,,0,0,
05126,F,Other,0,27500,150666,192346,HomeImp,Self,3,0,0,177.87147325,0,17,39.978650331
05127,F,Multiracial,0,27500,,40807,DebtCon,Other,8,1,,95.533519165,,13,20.39892362
05128,F,Black,0,27500,69579,117799,DebtCon,Other,5,0,0,84.373124498,2,32,38.862120807
05129,M,White,1,27500,97601,136546,DebtCon,Other,9,0,0,80.497147072,5,39,
05130,F,Other,0,27500,131269,211014,DebtCon,ProfExe,10,0,0,234.35128879,2,26,18.735147443
05131,F,Black,0,27500,23439,47177,DebtCon,Other,25,0,0,112.89450731,0,11,23.022894085
05132,F,Black,0,27600,54584,86568,DebtCon,Other,22,0,0,214.8157373,1,27,35.223970798
05133,F,Multiracial,0,27600,73846,100216,DebtCon,ProfExe,12,0,0,282.37066144,1,33,38.191251339
05134,M,White,0,27600,60039,86166,DebtCon,Office,0,0,0,100.94932169,0,23,33.820934036
05135,M,White,0,27600,121592,153432,DebtCon,Mgr,2,0,0,297.0016085,0,24,40.015316476
05136,F,White,0,27600,103898,130784,DebtCon,Office,11,0,0,147.12839778,0,29,42.009813582
05137,M,Multiracial,0,27600,131887,174323,DebtCon,Mgr,0,0,0,243.05371295,2,24,35.271867032
05138,M,Multiracial,0,27600,150120,191972,HomeImp,Self,3,0,0,178.03849109,1,16,41.807428045
05139,M,White,0,27600,64818,91915,DebtCon,Other,16,0,0,99.604607809,0,17,32.461144333
05140,F,Asian,0,27600,153063,202542,HomeImp,Other,10,0,0,266.93895601,2,33,42.829145821
05141,M,White,0,27600,57327,87683,DebtCon,Office,0,0,0,98.521771002,0,23,34.760575409
05142,F,White,0,27600,,117581,DebtCon,Mgr,10,0,0,165.00583942,0,27,34.998727775
05143,M,White,0,27600,54328,94216,DebtCon,Other,24,1,2,188.39374192,1,19,26.833312167
05144,F,White,0,27600,124139,157940,DebtCon,Mgr,4,0,0,288.88653955,0,24,38.22673698
05145,F,White,0,27600,123121,157337,DebtCon,Mgr,2,0,0,283.28285346,0,24,36.948273863
05146,F,Multiracial,0,27600,72468,106906,DebtCon,ProfExe,12,0,0,288.84955151,1,32,38.984013009
05147,M,White,0,27600,112753,155166,DebtCon,ProfExe,6,0,0,124.9909552,3,26,32.088681352
05148,F,White,0,27600,129311,188143,DebtCon,Mgr,1,,,122.51688476,,39,30.474173738
05149,M,White,0,27600,74964,118507,DebtCon,Other,5,0,0,91.711246204,1,32,39.146755766
05150,M,Black,0,27700,63962,101676,DebtCon,Other,15,0,1,138.5694126,0,30,37.384588482
05151,M,Other,0,27700,103249,206521,DebtCon,Other,24,0,0,196.78163285,0,19,25.688176342
05152,M,Black,1,27700,97834,132396,HomeImp,ProfExe,18,0,2,303.95191452,2,26,6.8870241268
05153,M,White,0,27700,54617,87722,DebtCon,Other,9,0,1,132.41138177,3,29,39.631102993
05154,M,White,0,27700,73148,101462,DebtCon,ProfExe,10,0,0,264.60538941,0,33,40.475793354
05155,F,White,1,27700,,65635,HomeImp,Other,18,0,3,221.1,1,28,
05156,F,White,1,27700,61396,111627,Null,Self,20,0,0,87.002500108,0,4,84.61388869
05157,M,Asian,0,27700,25947,49836,DebtCon,Other,24,0,0,120.02585206,0,10,23.810173362
05158,F,Other,0,27700,77886,114494,DebtCon,ProfExe,9,0,0,118.47135379,0,18,28.344078391
05159,F,White,0,27700,54541,78832,DebtCon,Office,0,0,0,186.02084261,2,19,39.614334977
05160,F,Asian,0,27700,149169,183234,DebtCon,ProfExe,8,0,0,314.78583915,0,35,37.636682724
05161,F,White,1,27700,19300,39000,DebtCon,Mgr,12,3,0,212.06666667,0,46,
05162,M,Multiracial,1,27700,83300,,HomeImp,Mgr,20,1,4,247.93333333,1,19,
05163,M,White,1,27700,85285,116468,DebtCon,Other,9,0,0,312.80792835,0,36,35.96802437
05164,M,White,0,27700,76055,126560,DebtCon,Office,0,0,0,310.6263344,1,23,38.983558116
05165,F,White,0,27700,,42515,DebtCon,Other,11,1,,95.043074141,,13,20.209037687
05166,M,White,0,27700,120070,153652,DebtCon,Office,4,,,300.16806121,2,35,43.920191228
05167,F,White,0,27700,141930,182516,DebtCon,ProfExe,0,0,0,235.63057648,2,19,41.958813501
05168,F,White,0,27700,35132,71456,DebtCon,Mgr,13,0,0,84.874967196,5,16,35.650730315
05169,F,White,0,27700,67446,99206,DebtCon,ProfExe,11,0,0,286.96597112,0,32,38.995164401
05170,M,Multiracial,0,27800,114417,150849,DebtCon,Mgr,5,0,0,285.38612641,0,24,38.581923865
05171,M,White,0,27800,96332,123598,DebtCon,ProfExe,1,0,0,190.3137746,2,38,33.855895472
05172,M,White,0,27800,19600,50594,DebtCon,Other,24,0,0,137.23404427,1,10,24.522374645
05173,F,White,0,27800,64804,97553,DebtCon,Other,15,1,0,105.09866375,1,17,32.177861062
05174,F,White,0,27800,127770,169440,DebtCon,Mgr,2,0,0,235.72854702,1,24,34.844155434
05175,M,Other,0,27800,142356,177328,DebtCon,ProfExe,6,0,0,315.17556745,0,35,38.595990922
05176,F,White,0,27800,181405,229116,DebtCon,ProfExe,0,0,0,297.99814427,0,32,43.520428182
05177,F,White,0,27900,55859,92179,DebtCon,Office,0,0,1,94.932544383,0,23,33.09789894
05178,M,Multiracial,0,27900,73630,106757,DebtCon,ProfExe,11,0,0,282.75969838,1,32,38.266573205
05179,F,White,0,27900,137006,207997,HomeImp,ProfExe,5,0,0,194.0931469,1,28,36.906075155
05180,M,White,0,27900,66027,102745,DebtCon,ProfExe,9,0,0,298.10325142,1,32,38.250306047
05181,M,White,0,27900,69589,115061,DebtCon,Other,5,0,0,97.8638453,1,32,41.473971731
05182,F,White,1,27900,62264,39604,DebtCon,Sales,10,3,1,118.77826456,7,23,48.077531472
05183,M,Multiracial,0,27900,149359,192955,HomeImp,Self,0,0,0,172.57959055,1,16,40.135531359
05184,F,White,0,27900,142346,185057,DebtCon,ProfExe,9,0,1,155.54869901,0,36,39.397042716
05185,F,Other,0,27900,50988,81533,DebtCon,Office,1,0,0,167.61445006,2,18,40.620884753
05186,F,White,0,27900,113843,156282,DebtCon,ProfExe,7,0,0,109.95962619,2,27,33.942464847
05187,M,White,0,27900,135511,184219,DebtCon,ProfExe,1,1,0,241.05228345,2,19,38.606492713
05188,M,Asian,1,27900,90694,121543,DebtCon,Mgr,5,2,1,107.04625061,8,15,0.8381175254
05189,F,Asian,0,28000,58002,86427,DebtCon,Other,9,0,1,129.57535197,2,29,39.362693216
05190,M,White,0,28000,59775,87390,DebtCon,Other,8,0,0,138.48647658,3,30,41.543804711
05191,F,White,0,28000,140770,209726,HomeImp,ProfExe,5,0,0,190.32952199,0,27,38.886605965
05192,M,White,0,28000,49764,74526,DebtCon,Other,24,,1,294.59478302,1,30,37.611309376
05193,F,Other,0,28000,62376,104073,DebtCon,Other,16,1,0,146.14192957,0,30,39.759849639
05194,M,White,0,28000,77322,118082,DebtCon,Other,7,0,0,80.658093685,1,31,38.815438401
05195,F,White,0,28000,68000,106000,HomeImp,Other,6,,,114.7,11,21,
05196,M,White,1,28000,86600,127000,DebtCon,ProfExe,6.5,0,4,234.36666667,5,35,
05197,F,White,1,28000,28042,63500,DebtCon,ProfExe,14,2,4,121.73333333,4,28,
05198,F,Other,0,28000,96015,127551,DebtCon,ProfExe,0,1,0,196.52348814,3,37,34.871643115
05199,F,White,0,28100,100420,207737,DebtCon,Other,22,0,0,197.19812185,0,19,26.372548724
05200,M,White,0,28100,135991,183598,DebtCon,Mgr,0,,,131.58912441,,38,31.085617659
05201,F,Black,0,28100,96160,128767,DebtCon,Office,10,0,1,154.67285803,0,29,41.117944577
05202,F,Other,0,28100,86778,110851,DebtCon,Office,9,0,0,398.4023372,0,44,41.04058878
05203,F,White,0,28100,32470,54522,DebtCon,Other,35,0,0,295.49668351,0,23,38.7994829
05204,M,White,1,28100,61000,99000,DebtCon,Mgr,7,0,1,129.16666667,1,31,
05205,F,White,1,28100,72100,112000,DebtCon,ProfExe,20,4,1,120.73333333,1,58,
05206,F,White,0,28100,112564,162129,DebtCon,ProfExe,7,0,0,115.56446202,2,26,33.091681472
05207,F,White,1,28100,75768,,DebtCon,Other,9,,0,133.12186695,3,33,46.751800109
05208,F,White,0,28200,90485,123674,DebtCon,Other,1,0,1,189.73474189,2,25,41.676985544
05209,M,White,0,28200,76011,129352,DebtCon,Office,1,0,0,302.80326065,0,23,36.390473606
05210,M,White,0,28200,58232,97555,DebtCon,Other,17,0,1,130.45076488,0,29,38.092730303
05211,F,Other,0,28200,44363,72966,DebtCon,Mgr,16,1,0,82.270594585,6,16,34.980525368
05212,M,Other,0,28200,61038,87534,DebtCon,Other,8,0,0,137.48781925,3,30,39.360018601
05213,M,White,0,28200,118728,160486,DebtCon,ProfExe,7,0,0,112.52081792,2,26,34.537342291
05214,F,Multiracial,0,28200,109184,207035,DebtCon,Other,23,0,0,179.93775089,0,18,23.662456689
05215,F,Other,0,28200,44321,63050,DebtCon,Office,19,0,0,182.24730572,2,22,32.477167031
05216,M,Asian,0,28200,185607,227617,DebtCon,ProfExe,0,0,0,311.06275541,0,33,42.435284999
05217,M,Black,0,28200,,117181,DebtCon,Mgr,9,0,0,170.64615367,0,26,31.601436148
05218,M,Other,0,28200,148455,191419,HomeImp,Self,1,0,0,186.98304288,0,17,39.563303075
05219,M,White,0,28200,100353,131386,DebtCon,Office,9,0,0,146.06548333,0,28,38.679207625
05220,F,White,0,28200,51663,92860,DebtCon,Other,24,0,1,172.34065431,0,20,26.913004797
05221,F,White,0,28200,148772,186023,HomeImp,Self,3,0,0,203.57585973,1,17,43.304658069
05222,F,White,1,28200,66242,109762,DebtCon,Other,8,0,1,130.96956536,0,21,60.295413494
05223,F,White,0,28300,72572,117311,DebtCon,Other,6,0,0,85.797248152,1,32,39.876503701
05224,F,White,0,28300,,29512,HomeImp,Other,24,0,0,78.109069731,2,14,30.513283442
05225,M,White,0,28300,126942,166797,DebtCon,Mgr,0,0,0,244.72228465,1,23,33.394853996
05226,F,Multiracial,0,28300,105000,147000,DebtCon,ProfExe,11,0,0,162.36666667,1,17,
05227,M,Black,0,28300,71973,119224,DebtCon,Other,4,0,0,89.379952321,2,32,39.98105906
05228,M,White,0,28300,68959,102048,DebtCon,ProfExe,12,0,0,278.71470424,1,32,39.932750126
05229,F,White,0,28300,130028,178918,DebtCon,Mgr,2,,,113.94263886,,39,33.440161627
05230,F,White,0,28300,137159,186153,DebtCon,Mgr,0,,,112.17281254,,38,29.874731494
05231,M,Black,0,28300,145931,239990,HomeImp,ProfExe,27,0,0,357.23095382,0,19,38.268469992
05232,F,White,1,28300,104686,136033,HomeImp,ProfExe,13,0,2,291.17166139,1,27,5.7629948717
05233,M,Multiracial,0,28400,90823,126845,DebtCon,Other,1,0,0,188.77345493,1,25,42.896715113
05234,M,Asian,0,28400,72870,95647,DebtCon,Office,11,0,0,139.04525472,0,20,37.820678455
05235,M,White,0,28400,46126,66942,DebtCon,Office,18,0,0,180.66830818,2,21,33.76903515
05236,F,Asian,0,28400,150784,192411,HomeImp,Self,0,0,0,173.30549337,1,16,41.543254137
05237,M,Multiracial,0,28400,197852,243593,DebtCon,Other,10,0,0,111.10868013,2,26,41.214965339
05238,F,White,0,28400,207687,242544,HomeImp,Other,8,0,0,134.00768046,0,41,41.298386628
05239,F,White,0,28400,106020,206030,DebtCon,Other,22,0,0,188.75246946,0,18,25.33037232
05240,F,White,0,28400,112996,175817,DebtCon,Sales,17,0,0,303.28205506,1,31,36.289002598
05241,F,Multiracial,0,28400,53480,90560,DebtCon,Other,24,0,1,174.47472367,0,19,24.490839114
05242,M,Black,0,28400,183314,232345,DebtCon,ProfExe,1,0,0,300.90431006,1,32,42.336226896
05243,F,Black,0,28400,36484,73478,DebtCon,Mgr,13,1,0,100.9750908,6,16,34.763993775
05244,M,White,0,28400,206126,238745,HomeImp,Other,9,0,0,119.0697634,1,42,41.670187737
05245,M,White,0,28500,49461,83352,DebtCon,Other,21,0,0,210.02505835,0,26,37.301764099
05246,M,White,0,28500,73188,111925,HomeImp,Other,5,,,123.61317437,11,21,44.520554753
05247,F,Multiracial,0,28500,97262,131830,DebtCon,Office,10,0,0,168.8035325,0,29,42.324924696
05248,F,White,0,28500,,41763,DebtCon,Other,12,1,,92.866988596,,13,21.901855997
05249,M,Black,1,28500,108293,135317,DebtCon,Other,5,0,0,219.61525186,4,43,31.209731086
05250,F,Other,0,28500,84908,108385,DebtCon,Office,10,0,0,384.28504689,0,45,41.342010942
05251,M,Asian,0,28500,43413,73248,DebtCon,Mgr,13,0,0,102.56701711,6,16,35.671505075
05252,M,Multiracial,0,28500,100145,130522,DebtCon,Office,10,0,0,137.94286922,0,29,39.072589176
05253,F,Black,0,28500,137174,186118,DebtCon,Mgr,1,,,115.29481113,,39,32.87512565
05254,F,White,0,28500,29338,62220,Null,Office,2,0,0,113.20592381,1,6,36.877098508
05255,M,White,0,28600,32136,51599,DebtCon,Other,35,0,0,284.08384845,0,23,39.547733785
05256,M,White,0,28600,94165,130285,DebtCon,Office,10,0,1,137.81333094,0,28,42.080016037
05257,F,Multiracial,0,28600,85174,127306,DebtCon,Other,1,0,0,193.07391349,1,24,40.656248579
05258,F,White,0,28600,136546,185507,DebtCon,ProfExe,0,0,0,212.31409848,3,19,40.516801315
05259,F,White,0,28600,26189,50409,DebtCon,Other,36,0,0,287.49617332,0,23,38.644394598
05260,M,White,0,28600,39009,75893,DebtCon,Mgr,12,1,0,85.625519988,6,15,33.975814412
05261,M,Other,0,28600,105907,156126,DebtCon,ProfExe,10,0,0,165.09073496,1,17,33.231300882
05262,M,White,0,28600,31634,65157,Null,Office,5,0,0,119.36202556,1,6,40.159418765
05263,M,White,1,28600,126189,167157,DebtCon,ProfExe,19,0,2,239.22703591,0,26,31.012748928
05264,F,White,0,28700,107281,155874,DebtCon,ProfExe,10,0,0,173.83583579,0,17,32.740368493
05265,F,White,0,28700,137247,186685,DebtCon,Mgr,0,,,110.49500235,,39,30.859724325
05266,F,Asian,0,28700,131767,214558,DebtCon,ProfExe,10,0,0,238.79489103,2,27,20.523272269
05267,M,White,0,28700,67951,106093,DebtCon,ProfExe,11,0,0,263.74392226,0,32,40.212234831
05268,M,White,0,28700,133188,179454,DebtCon,ProfExe,1,1,0,223.34866354,1,19,41.136159259
05269,F,White,1,28700,25190,59841,DebtCon,Office,1,0,1,201.17678326,0,11,35.72928694
05270,F,White,0,28800,204455,245685,HomeImp,Other,8,0,0,123.39674713,1,42,42.345471385
05271,M,Multiracial,0,28800,132019,168828,DebtCon,Mgr,0,0,0,231.28613401,1,24,35.490305671
05272,F,White,0,28800,,121560,DebtCon,Mgr,8,1,0,175.2063398,0,26,31.612038453
05273,F,Multiracial,0,28800,151328,194243,HomeImp,Self,2,0,0,174.97705282,0,17,42.112540128
05274,F,White,0,28800,,44761,DebtCon,Other,10,0,,84.728267958,,14,22.841663187
05275,F,White,0,28800,134144,185910,DebtCon,Mgr,2,,,122.5038922,,39,30.338219429
05276,F,White,0,28800,30357,56776,DebtCon,Other,35,0,0,294.42002143,0,22,37.537461252
05277,M,White,0,28900,225000,285000,DebtCon,ProfExe,15,0,1,258.73333333,2,26,
05278,F,Black,0,28900,135770,188368,DebtCon,ProfExe,0,1,0,229.75322241,2,19,40.631871388
05279,M,Asian,0,28900,91683,127833,DebtCon,ProfExe,0,1,0,187.24240278,3,37,33.168756851
05280,M,Multiracial,0,28900,134509,211558,DebtCon,ProfExe,10,0,0,247.84445257,2,27,20.610706647
05281,M,Multiracial,0,28900,89945,124453,DebtCon,Other,2,0,0,194.91024949,2,25,42.719774573
05282,F,Asian,0,28900,,117991,DebtCon,Mgr,7,0,0,159.55002458,0,27,32.16500253
05283,M,Multiracial,1,28900,63748,36392,DebtCon,Sales,9,4,1,124.24789861,6,23,44.578500055
05284,M,White,0,28900,102108,147463,DebtCon,Mgr,19,0,0,205.8658949,0,13,41.654211317
05285,M,Asian,0,28900,75887,117989,DebtCon,Other,4,0,0,92.090542151,2,32,40.778888426
05286,F,White,0,28900,77916,130728,DebtCon,Office,2,0,0,290.77260805,1,23,39.095476448
05287,M,White,0,28900,109888,182229,DebtCon,Sales,16,0,0,302.22641765,1,30,33.319061895
05288,M,Other,0,28900,29515,49525,DebtCon,Other,36,0,0,288.65624667,0,24,39.60580772
05289,F,White,0,29000,152065,192445,HomeImp,Self,2,0,0,166.94856833,0,16,41.563839245
05290,M,Multiracial,0,29000,32109,49912,DebtCon,Other,34,0,0,278.56500343,1,23,39.796560762
05291,F,Other,1,29000,149900,201000,Null,Self,5,4,4,131.93333333,1,29,
05292,F,Multiracial,1,29000,79000,,HomeImp,ProfExe,8,0,1,189.7,1,33,
05293,M,White,1,29000,72478,113000,DebtCon,Other,1.5,0,6,114.66666667,4,12,
05294,M,White,1,29000,101824,,DebtCon,Mgr,4,2,4,186.7,0,14,
05295,M,White,0,29200,116202,160084,DebtCon,ProfExe,6,0,0,124.12146165,3,26,32.644529835
05296,F,Black,0,29200,50105,83815,DebtCon,Other,21,0,0,188.20102865,0,26,35.595750669
05297,F,White,0,29200,139299,180818,DebtCon,ProfExe,1,0,0,226.86114488,1,19,40.817309246
05298,M,Multiracial,0,29200,99600,143000,DebtCon,Other,15,0,0,232.33333333,1,40,
05299,M,Asian,0,29300,228059,291314,DebtCon,ProfExe,16,0,1,259.67720211,2,26,28.173645541
05300,F,White,0,29300,68024,115954,HomeImp,Other,6,,,109.91502045,11,21,44.369170763
05301,M,White,0,29400,119256,160683,DebtCon,ProfExe,6,0,0,109.12119697,3,27,33.301762888
05302,F,White,1,29400,48800,86000,DebtCon,Other,5,1,0,52.766532731,2,21,
05303,F,Black,0,29400,39354,75553,DebtCon,Mgr,13,1,0,77.342597043,6,15,35.110448893
05304,M,Multiracial,0,29400,109457,145453,DebtCon,Other,15,0,0,222.85871099,1,40,40.697418457
05305,F,White,0,29500,232801,289260,DebtCon,ProfExe,13,0,0,264.43150764,2,25,26.981363085
05306,M,Black,0,29500,50079,80222,DebtCon,Office,1,0,0,147.99011817,2,19,38.139021997
05307,F,Black,0,29500,48590,81354,DebtCon,Office,0,0,0,157.02632626,3,18,40.170618286
05308,F,White,1,29500,118000,169900,DebtCon,Mgr,8,0,0,138.96666667,1,23,
05309,F,White,0,29600,233916,291490,DebtCon,ProfExe,15,0,1,259.73346527,2,25,25.105086064
05310,F,White,0,29700,46268,79463,DebtCon,Office,0,0,0,161.27602904,3,19,40.261962227
05311,F,White,0,29700,100657,148653,DebtCon,Other,14,0,0,221.92531148,0,40,42.302907328
05312,F,Other,0,29800,134560,187551,DebtCon,ProfExe,1,0,0,225.09229867,1,19,39.211937494
05313,M,Multiracial,0,29800,225481,290762,DebtCon,ProfExe,13,0,1,239.32163058,1,26,24.77798542
05314,F,White,0,29800,34000,71000,DebtCon,Other,10,,,115.66666667,,24,
05315,M,Multiracial,0,29900,230499,294326,DebtCon,ProfExe,15,0,1,250.49100715,2,26,27.920661771
05316,F,White,0,29900,135955,182161,DebtCon,ProfExe,0,0,0,235.3710385,2,18,38.699746592
05317,M,White,0,29900,73506,115000,DebtCon,Mgr,11,0,0,77.133333333,1,35,
05318,M,White,1,29900,22000,,DebtCon,Other,2,2,0,81.133333333,11,10,
05319,M,Other,0,29900,131756,167302,DebtCon,Mgr,0,0,0,237.56224137,1,24,35.043100516
05320,M,White,0,30000,74975,118886,DebtCon,Mgr,12,0,0,85.045754904,0,34,26.349131932
05321,F,White,0,30000,77853,114746,HomeImp,Other,6,,,114.58372248,10,21,43.29474364
05322,F,White,0,30000,79044,118685,DebtCon,Mgr,12,0,0,92.118875541,1,34,27.224985258
05323,M,Other,0,30000,12223,35875.06,DebtCon,Other,28.5,0,0,199.83333333,0,15,
05324,F,White,0,30000,187000,293000,DebtCon,Other,28,0,0,156.63333333,0,23,
05325,M,White,0,30000,32657,76000,DebtCon,Other,,,,288.33333333,0,16,
05326,F,White,0,30000,48000,97000,DebtCon,Office,3,0,0,173.5,2,25,
05327,F,Multiracial,0,30000,224000,282000,DebtCon,ProfExe,5,0,1,209.36666667,0,30,
05328,F,Multiracial,0,30000,8875,57000,DebtCon,Other,0,0,0,100.46666667,1,6,
05329,F,Black,1,30000,,50000,HomeImp,Office,4,0,1,118.66666667,1,15,
05330,F,White,1,30000,17696,53100,DebtCon,Mgr,20,4,5,147.86666667,0,28,
05331,M,White,1,30000,176000,240000,DebtCon,ProfExe,1,1,0,198.86666667,2,13,
05332,M,White,1,30000,,46200,Null,Null,0,1,3,200.93333333,10,15,
05333,F,White,0,30000,109583,153132,DebtCon,ProfExe,10,0,0,162.3840072,1,16,33.760305236
05334,F,White,0,30000,15214,38094,DebtCon,Other,26,0,0,199.46979091,0,15,39.549873804
05335,M,White,0,30000,20000,38000,DebtCon,Other,0.9,0,0,59.833333333,0,7,
05336,M,Black,0,30100,24350,40356,DebtCon,Other,0,0,0,81.840250201,0,6,13.409995648
05337,F,White,1,30100,92249,,HomeImp,Office,2,1,0,180.68015364,0,21,31.089120287
05338,M,White,0,30100,138322,186139,DebtCon,ProfExe,2,0,0,215.75086797,2,19,39.189141603
05339,F,White,0,30100,228006,285921,DebtCon,ProfExe,15,0,0,250.53988412,2,25,27.813291406
05340,M,White,0,30100,78124,116280,DebtCon,Mgr,10,0,0,73.753383522,1,35,26.406331958
05341,M,White,0,30100,42747,71360,DebtCon,Other,10,,,89.516265457,,24,34.036663762
05342,M,Other,1,30200,36000,73500,DebtCon,Office,14,0,1,202.96666667,0,33,
05343,M,White,1,30200,80951,116160,DebtCon,ProfExe,19,4,0,130.36036182,0,58,50.352998788
05344,M,White,0,30200,124000,171366,DebtCon,Mgr,13,0,0,176.5,2,28,
05345,M,Black,0,30200,20956,39333,DebtCon,Other,0,1,0,73.391797524,0,7,13.495367368
05346,F,Other,0,30200,106594,148695,DebtCon,Other,13,0,0,239.91840501,1,39,41.275208993
05347,M,Asian,0,30200,34955,79556,DebtCon,Other,8,,,121.02331335,,23,32.804530596
05348,F,White,0,30300,137927,182588,DebtCon,ProfExe,1,1,0,248.98067202,1,18,40.361852067
05349,M,Multiracial,1,30300,,52545,Null,Null,1,1,3,187.72218451,10,15,2.5943644469
05350,F,White,0,30300,54352,79302,DebtCon,Office,0,0,0,152.20277687,3,19,41.62936282
05351,F,Multiracial,0,30300,109859,153240,DebtCon,ProfExe,10,0,0,172.68797976,0,17,34.549496477
05352,F,Black,0,30300,18306,66747,DebtCon,Other,1,0,0,95.181437553,1,6,37.582898412
05353,F,Other,0,30300,36014,76525,DebtCon,Mgr,14,0,0,88.934468851,5,16,34.9372716
05354,F,White,0,30400,45747,78829,DebtCon,Office,0,0,0,174.36374815,3,18,41.256794683
05355,M,Multiracial,0,30400,40386,68120,DebtCon,Mgr,12,1,0,98.820153684,5,15,34.020257191
05356,M,White,0,30400,46948,80473,DebtCon,Office,0,0,0,151.59709716,2,19,37.753876623
05357,F,White,0,30400,55429,103948,DebtCon,Office,3,0,0,182.48416421,1,25,35.150980788
05358,F,Multiracial,0,30500,77246,121758,DebtCon,Mgr,10,0,0,79.21417248,0,34,26.521740538
05359,F,White,0,30500,57516,103086,DebtCon,Office,3,0,0,166.19952717,2,24,37.814089094
05360,M,Other,0,30500,113822,148478,DebtCon,ProfExe,10,0,0,165.78827835,0,16,31.163207005
05361,F,White,0,30500,108736,147531,DebtCon,Other,13,0,0,228.61035912,1,40,43.12276156
05362,F,White,0,30500,138082,181157,DebtCon,ProfExe,2,1,0,219.24730717,1,19,40.874698522
